"age","repub","MIP"
47,0,"immorality"
23,0,"drugs"
21,1,"education"
33,1,"drugs"
71,1,"the whole medicare and medicaid ins. problems"
25,1,"people take advantage of welfare"
68,0,"getting out of debt"
33,0,"education"
73,1,""
56,1,"health care"
67,0,"military has dwindled down under clinton"
36,0,"morality"
36,1,"Too many people on welfare;abused."
54,1,"lives for kids"
61,1,"alot of homes are not two parent oriented"
49,0,"violence"
24,0,"family and the way we treat and raise our children"
81,1,""
66,1,"taxes."
33,1,"poverty"
43,1,"public health care"
46,1,"lack of gun control"
59,1,"gap between the haves and have nots"
36,1,"drugs"
68,0,"the poor"
68,1,"guns"
36,0,"problem with our kids, as far as them having access to firearms, finding some wa"
53,1,""
68,0,"immorality"
56,0,"moral breakdown,of family"
29,1,"lack of relationship with god"
49,0,"lack of morals"
68,0,"youth crime"
35,1,"crime, killing in school's"
49,1,"issues of moal refumation"
40,1,"the national budget"
31,0,"people on welfare the system"
19,1,"china/problems with other county"
45,1,"world decay"
21,1,"violence"
26,1,"education"
25,1,"healthcare"
50,0,"lack of home life"
76,1,"teenagers drinking and gambling and not  church, peoplenotgetin ai enouh"
46,0,"no jobs"
20,1,""
79,0,"Politicians"
50,0,"breakdown of family structure"
23,1,"education"
49,1,"drugs"
24,0,"war"
42,1,"kids"
46,0,"homlessnes"
38,0,"deterioration of moral fiber of our society/specifically family values"
53,1,"i guess crime"
41,0,"unsable family"
49,1,"social issues"
38,1,"edcation"
33,1,""
63,0,"no"
48,0,"improve education"
51,1,"morality"
31,1,"lack of proper education"
59,1,"the media"
22,0,"meat products"
38,0,"mral fibre breakdown"
78,1,"health"
41,1,"more homeless people"
52,0,"taxes"
33,1,"deficit"
37,1,"economy"
28,0,"i would have to say, youth violence"
44,1,""
43,0,"crime,safty,family problems,health care"
64,1,"the disproportionate amount of wealth."
35,0,"violence"
51,0,"break down of the family"
91,0,"getting rid of clinton"
27,0,"welfare system"
67,0,"politicians"
34,1,"morality"
56,0,"healthcare  most people can't afford it"
50,1,"help for elderly"
34,1,"parental guidance"
67,0,"hunger and homeless"
64,0,"the breakdown of the family home what single parents rather than traditional fam"
69,1,"crime"
57,1,"racial problem"
68,1,"librals are controlling the country"
31,0,"benefit reform, social security, medicare and medicaid"
47,1,"education"
40,1,"its seems like everything is for the rich"
55,1,"people getting old and having no usefulness after they retire"
70,0,"crime"
77,0,"poverty"
34,1,"education"
34,1,""
54,0,"race relations"
45,1,"poverty"
47,0,"education"
69,0,"drugs"
21,0,"overpopulation"
46,1,"racism"
44,1,"parking"
38,0,"taxes"
28,0,"gunlaw not doing enough to control guns"
23,0,"debt"
40,0,"economics"
70,0,"immigration"
41,0,""
39,0,"well fare"
47,0,"drugs"
47,1,"equal opportunity."
25,1,"violence"
31,0,"poverty"
30,0,"delinquency"
26,1,"lack of education for young children"
55,1,"health insurance"
58,0,"getting clinton out of wh"
25,1,"health care"
61,1,"social security and medicare"
39,1,"Health care"
50,1,"gun control (too many kids getting killed)"
52,1,"insurance company"
47,1,"the lack of qulity between rich and poor economics"
35,0,"crime"
74,1,"POLITICS"
18,1,"violance of children"
54,1,"|cotiuned econmic prosperity"
38,0,"drugs, volience"
73,1,"honesty"
76,1,"drugs"
30,0,"national security"
29,0,"homeless"
72,0,"the lack of christianity"
32,0,"education"
35,1,"elder care"
39,1,"uh..enviromental issues.. the growing population and how it will created problem"
25,1,"giving the voters a choice of candidates ans creaating voter turn out do the ele"
46,1,"racism"
80,0,"health care"
41,1,"school sysytem has to be reconstructed"
78,1,"poor people"
66,0,"international problems"
41,1,"HEALTH CARE (ELAB) TO MAKE IT MORE AFFORDABLE FOR EVERYONE PRESCRIPTION DRUGS ES"
36,1,"education"
73,0,"we're taxed too much"
39,1,"dont know"
57,1,"health insurance, very expensive."
64,0,"drugs"
59,0,"high taxes"
62,0,"controling our economic situation."
47,0,"nafta and gatt"
58,0,"future energy needs"
20,1,""
36,0,"americans rights/what/abortion  gun control/taxes/else/no"
53,1,"unemployment"
53,0,"lack of caring for the kids"
43,0,"too much govt"
49,0,"rasicm"
31,0,"taxes"
46,1,"education(else) theres not enough teacher and not enough going to their salaries"
33,0,"drugs (elab) stop"
41,1,"drugs"
80,0,"high taxes"
54,0,"crime"
68,1,"welfare and medicare, is there gonna be enough money"
37,0,"racial tension"
30,0,"education"
39,0,"socialism"
30,1,"crime"
36,1,"morel values"
40,0,"child welfare"
50,0,"viloence"
42,0,"children killing children"
46,0,"to much gov"
43,1,"tolerance"
19,1,"poverty"
58,0,"substance abuse"
37,0,"taxes"
75,1,"crime rate"
39,1,"econmoy and education"
57,1,"immigration (spec) especially hispanic/on days bk couple puerto rican die in the"
77,1,"hunger homelessness"
32,0,"lack of responsibility"
76,1,"suburbia"
27,1,"homelessness"
42,1,"teens money"
58,1,"how to solve problems with family unit"
47,1,"|Money, financial problems"
64,1,"drugs crimes killings"
51,1,"economy (elab) everything is going up in prices, examples: rent, medication, doc"
54,1,"violence,education,drugs hardcore,rape, roberry"
33,1,"education"
22,1,"homeless ness"
64,1,"education our kids are under educated"
38,0,"abortion"
42,1,"homeless"
41,0,"health care"
40,0,"crime"
57,1,""
72,0,"poverty"
34,0,"violence drugs"
25,1,"education"
36,1,"education"
35,1,"crime"
62,1,"racism"
47,0,"education"
30,0,"over weight americans"
45,0,"violence"
75,0,"drugs"
66,1,"issue of involving predudice|econmics"
24,0,"no account ability"
78,1,"crime"
44,1,"eqaulity in work place"
55,1,"poverty"
34,1,"suburban sprawl"
57,1,"racial prejduice"
70,1,"too many taXES"
58,1,"the school system"
69,1,"sCHOOLS"
19,0,"the government is getting to big and the government is functioning properly and "
47,1,"police brutalty"
28,1,"health benifits"
26,0,""
36,0,"socail security"
28,1,"education"
73,1,"drugs"
77,1,"morals/drinking"
75,0,"getting a good president"
40,0,""
64,1,"tort reform"
31,0,"violence"
57,0,"crime,people not getting along w/ eachother"
65,1,"decline of moral values among all ages"
70,1,""
45,0,"abortion/child care"
55,1,"sociatal issues relating to family"
72,0,"violence"
56,1,"gun control"
51,0,"MORALS"
85,0,"FUNDAMENTALS"
46,1,"national security"
60,1,"healthcare"
29,1,"homeless people and hunger"
50,0,"taxation and intregrity at the top"
56,1,"social security,and aid for the elderley"
62,1,"all the fighting and family's broke up"
41,1,"crime"
72,0,"electioN and the way its being handled"
45,0,"parents"
66,0,"socialism"
54,1,"taking jobs out of the usa"
64,0,"lack of morality and violence"
33,0,"lack of god"
60,1,"lack of education"
47,1,"inequalities among the races"
57,0,""
70,1,"a lot of people out of work"
24,1,"raise mimium wage"
30,1,"drugs"
52,1,"the laws|and issues"
42,1,"healthcare and wages"
19,1,"poverty"
38,0,"violence"
31,0,"morality lack of jesus in peoples lives"
43,1,"aids"
48,1,"0"
44,0,""
30,1,"aids"
33,1,"no major problems"
18,0,"drugs and alcohol (why) allot of teenagers are doing it and it s wrong"
28,0,"national debt (elab) the way it effects the economy"
21,1,"Guns with children"
55,0,"crime"
44,0,"lack of two parent households"
46,1,"health care-affordable"
58,1,"seperation of church and state"
48,1,"lack of morals"
45,0,"moral decay"
66,0,"high taxes"
44,1,"economics"
23,0,"under paid military"
65,0,"education"
40,1,"depletion of military"
47,1,"feeding the poor"
28,0,"|to much political involvement with other countries"
31,0,"lak of education"
22,1,"drugs"
52,0,"morals"
44,0,"education"
60,1,"senior citizens and their medical coverage"
69,0,"i would like to be sure that our youth is good"
23,0,""
37,0,"our youth and drugs|economy|family values"
59,1,"school shootings"
43,0,"taxes (elab) personal income tax need to be lower"
55,0,"education"
42,1,""
29,1,"education"
53,0,"violence"
51,1,"poverty"
36,1,"children"
18,0,"poveryt"
28,0,"drugs"
41,0,""
57,0,"honesty of our officals specifically the lack of it"
37,0,"crime"
65,1,""
23,0,"murder"
28,1,"world hunger"
31,1,""
24,0,"par nt raising kids"
59,0,"crime"
32,1,"drugs.  (why) it's a problem that's affecting children.  now that children are a"
76,1,"drugs"
48,1,"no opion"
40,0,"drug abuse"
40,1,"education"
36,1,"violence, crime"
38,0,"nations leadership"
64,0,"education"
46,0,"unemployment and homelessness"
69,0,"leadership"
46,0,"healthcare"
51,0,"lib dems"
38,0,"values"
41,0,"too many democrats"
41,1,"the econemy"
20,0,"taxes"
18,1,"employment and defense"
47,1,"health care"
55,0,"clinton."
42,0,"the breakdown of family"
47,1,"our tendency (spec) i would like us to be more active with our nations, and supp"
58,1,"nuclear weapons"
75,0,"lack of spirituality, belife of god"
55,1,"justice"
23,1,"|traffic"
77,1,"drugs"
45,1,"crime"
35,1,"health care"
47,1,"guns, violence, and teenage crims\e"
60,1,"poverty"
69,0,"kids"
51,0,"1|NATIONAL DEFENSE"
51,1,"health care"
56,0,"taxes too high..."
26,0,"govermnent"
50,1,"guns"
25,0,"poverty"
76,0,"lack of honest in the presidency"
58,1,"keeping the economy balanced"
30,1,"kids"
30,0,"moral decline"
35,0,"gun control"
22,1,"poverty"
19,1,"violence with children"
43,1,"social programs"
72,1,"healthcare"
53,1,""
65,0,"social security"
23,0,"violence."
68,0,"the election  coming up"
67,0,"what they're doing to social security"
33,1,"money"
29,1,""
18,1,"need for a better educational system"
40,0,"the breakdown of the family"
26,1,"violence"
41,0,"education"
28,1,"crime"
27,0,"not enough money for diabetes research"
45,1,"education"
65,0,"crime"
38,1,"education"
43,1,"kids violence"
19,1,""
35,0,"too much violence"
51,0,"race relations"
84,1,""
74,1,"more jobs"
47,1,"violence"
24,1,"poverty"
48,0,"too much influence by media"
22,1,"under paid jobs"
47,0,"wages for women"
57,1,"homeless"
72,1,"hospitalization"
40,1,"violence"
81,0,"morals"
74,1,"our president"
45,1,"the econemy"
33,1,"poverty"
58,1,"values - well, I grew up in Miami and you used to be able to leave door open, an"
57,1,"gasoline"
47,0,"no one thing..."
23,1,"education"
46,1,"schools"
39,1,"taxes (elab) economy is too high, and the wages are in the floor, too low."
76,0,""
66,1,""
63,0,""
76,1,"costs are real high"
25,1,"violence in school"
25,1,"cultural imperialism degrading to other cultures"
30,0,"people divided"
66,0,"I think that they have aheck of a lot of problems in their welfare system."
55,0,"crime"
76,1,"Drugs"
62,0,"lack of respect for other people"
30,1,"health care"
62,1,"recieving to much forien good for what we're shipping"
60,0,"adiquate edu for kids"
47,0,"economy"
42,0,"taxes"
21,1,"guns and violence"
45,1,"Straightenting out Social Security"
49,0,"family issues"
60,0,"nucler waste"
29,0,"nothing"
58,0,"poverty"
52,1,"gangs, accidents on freeways, lots of strees, education is bad"
85,1,"medical"
52,1,"crime. lack of gun control"
35,1,"drugs"
39,1,"lack of education 4 our children"
36,1,"welfare"
55,1,"health insurance"
30,1,"overzealous"
27,1,"health care"
19,1,"violence"
40,1,"child rearing"
25,1,"crime|]"
21,1,"teen violence in schools"
19,0,"hate racisism"
41,0,"Several of them.  #1 is Abortion.  That's bad -that it's allowed."
40,1,"poverty"
23,1,"drugs"
26,1,"national debt"
51,1,"CRIME"
87,1,"health"
39,0,"poor morals"
39,1,"money handling and recycling our resources"
66,0,"getting democrat out of office"
33,0,"education"
53,0,"lack of morals and standards"
35,1,"crime"
60,1,""
57,0,"government"
37,0,"failing education system"
61,0,"poverty"
18,0,"healthcare"
40,1,"deficet taxes money"
80,0,"too much taxes"
42,1,"unemployment"
78,1,"|paying down the debt.  preserving medicare and ssa and improving education. edu"
80,0,"morality|"
78,0,"taxes"
37,1,"nat resources"
29,1,"not enough money going to stuff in this country and too much going out"
28,0,"education"
76,0,"selfness"
57,1,"violence, hatred"
23,0,"violence"
67,0,"moral breakdown"
20,1,"gun control"
49,0,"lack of common sense."
62,1,"medical coverage too expensive for people 62-65"
23,1,"people who steal money"
47,0,"spirtual decline"
32,0,"education"
64,0,"lack of morales"
49,1,"Healthcare"
35,0,"a lack absolute truth, something that is consistent (why) without consistency no"
51,1,"drugs"
29,0,"people are doing their things"
29,0,"|care of our children-elab-day care and schools"
74,0,""
31,1,"children"
56,0,"drugs"
28,0,"laziness of the general public"
31,1,"DRUGS (ELSE)NO"
55,1,"taxes and the safety of our airplane flights."
43,1,"what's going on in Kosovo"
35,0,"crime"
44,1,"taxes"
31,0,"decrease of family values"
42,1,"wages/health care"
50,1,"deficit"
53,1,"too many"
23,0,""
79,0,"morals"
69,1,"education, social security"
39,0,"violence"
63,0,"needs to be more health care for the elderly"
72,0,"the national depbt"
56,1,"job salary(spec) minium wage, taxes, education(else) nothing else"
25,0,"violence"
46,1,"enviorment (why) well its a basis of evrything. no good quality of life without "
40,0,"LACK OF PARENTING"
32,0,"over sized governmant"
36,1,"parents not taking care of kids"
45,0,"lawyers"
28,1,"CHILDREN IN POVERTY"
40,0,"assault of personal rights, reduction"
30,1,"the condition of the inner cities and being left out of information age and ecol"
20,1,"bandelism"
28,1,"education"
19,1,"money"
42,1,"education"
29,1,"drugs"
71,1,"crime"
20,1,"education"
18,1,"economy"
47,1,"gangs"
22,0,"finding a national identity, to much division in the country today, lack of unit"
50,1,"our children"
38,1,""
48,1,"the president"
81,1,"filthy television"
36,0,"too much government"
27,0,"gun control"
33,1,"violence"
33,0,"lack of revereence and respect for God"
29,0,""
44,1,"violence w/children"
68,1,"it's the moral standards of our country because we've turned away from god"
30,1,"problems with youth"
75,1,"news media"
56,0,"inflation"
36,0,"|morality in youth and upbringing"
34,0,"lack of leadership"
23,1,"Sending money to other countries, instead of helping people here."
32,0,"drugs"
22,0,"decline in family structure"
48,0,"peace"
60,0,"the breakdown of the family structure"
21,1,"crime"
55,0,"leadership"
66,1,"politicians"
41,1,"finding right people run country"
68,1,"kids in school don't have freedom of choice to worship or pray"
40,0,"stop|n"
55,1,"children not being fed, starving"
50,1,"the enconemy and social security"
