V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,custom1,gc,quota,Q32,Q1,Q2,Q22,Q4,Q3,Q24,Q5,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q3.0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q8,Q7_1.0,Q7_2.0,Q7_3.0,Q7_4.0,Q7_5.0,Q7_6.0,Q7_7.0,Q7_8.0,Q7_9.0,Q7_10.0,Q7_11,Q7_12,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q5.0,Q4_1.0,Q4_2.0,Q4_3.0,Q4_4.0,Q4_5.0,Q4_6.0,Q4_7.0,Q4_8.0,Q4_9.0,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q9_1.0,Q9_2.0,Q9_3.0,Q9_4.0,Q9_5.0,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1.0,Q10_2.0,Q10_3.0,Q10_4.0,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q11_1.0,Q11_2.0,Q11_3.0,Q11_4.0,Q11_5.0,Q11_6.0,Q12_1,Q12_2,Q12_3,hugrev,enjoytouchrev,shdnotbeuncomfrev,liketouchrev,showemorev,likebetouchedrev,touchpersrev,touchICK,okdoctouchrev,undoctouchrev,docshdtouchrev,prefdoctouchrev,docICK
R_8Aj3NPJUuc5ufHv,Default Response Set,Anonymous, , ,74.248.178.22,0,12/16/2013,12/16/2013,1,5001938ea45ad1-1947-4edb-bb14-9dd11d50f278,1, ,1,2,40,3,1,August,1,6,7,5,4,1,5,7,7,5,7,2,2,3,5,5,8,10,8,10,6,5,2,3,7,3,10,9,9,2,8,10,6,2,2,5,11,11,5,2,6,4,11,2,6,11,4,5,6,5,10,11,9,11,11,9,6,6,2,9,6,6,6,6,7,5,2,7,6,9,5,4,8,5,4,1,7,4,10,1,8,1,4,4,4,7,6,2,6,4,5,4,3,3,1,2,4,4,6,6,2,4,1,7,2,7,5,1,1,1,1,2,1,1,2,3,1,3,4,5,4,4,5,4,3,5,3,3,4,4,4,3,3,2,3,3,1,3,2,2,2,2,2,1,1,1, ,4,3,4,4,3,4,3,5,5,4,1,1, ,1, , ,1,1,1, ,4,3,4,2,2,2, , ,1,3,6,3,6,6,5,5,4.69230769230769,4,2,4,2,3.8
R_8BOzAAfF926xikJ,Default Response Set,Anonymous, , ,68.63.218.140,0,12/16/2013,12/16/2013,1,5001936a4f44e7-9044-4d42-b93f-c03ba5ad1797,1, ,1,2,22,5,1,this mth,2,1,3,3,7,3,7,7,7,7,5,5,5,5,5,5,1,11,11,5,9,11,2,11,11,1,11,11,2,2,11,11,11,2,2,2,11,10,11,11,2,10,2,9,8,4,4,10,2,11,11,9,6,8,11,11,8,2,2,2,10,2,2,2,11,2,2,10,2,2,11,2,2,11,11,2,2,11,2,10,2,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1, ,1,1,1,1,1,1, ,1,1,1,1,1,1, , ,1,1,4,10,2,10,1,2,3.23076923076923,11,1,1,7,6.5
R_8CTSVzvOIqnAknP,Default Response Set,Anonymous, , ,166.170.59.230,0,12/16/2013,12/16/2013,1,5001939cc7c17e-6a63-40c7-a4c5-3d54919434e1, , ,1,2,40,3,1,October 2013,2 hrs,4,6,1,1,1,7,7,6,7,5,7,5,1,1,6,9,8,9,10,7,6,2,7,10,10,3,3,8,5,6,10,5,8,8,10,11,3,10,5,4,5,2,10,3,2,8,9,10,6,6,5,9,2,10,9,8,3,1,2,7,10,2,2,10,1,1,10,1,7,10,2,9,8,10,1,2,10,11,10,10,1,4,4,6,6,7,1,1,7,6,4,1,6,1,1,1,7,6,7,1,5,6,7,2,1,1,7,1,1,6,5,4,1,5,5,1,6,1,1,6,5,7,1,5,7,4,4,5,4,5,5,5,2,4,4,4,4,4,4,2,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,4,10,5,2,2,2,2.92307692307692,3,4,3,2,5.4
R_8dg9rmKtYZ755kh,Default Response Set,Anonymous, , ,108.4.183.231,0,12/16/2013,12/16/2013,1,500193eed77446-2d6a-405c-b992-a357d2ceddcd,1, ,1,1,54,3,1,a year,1,6,1,1,1,1,7,6,7,6,1,7,4,1,4,6,2,10,10,9,3,2,11,6,9,3,10,10,8,2,8,10,10,2,2,9,2,2,8,10,3,9,9,8,3,3,6,6,5,6,9,5,3,6,6,9,6,6,2,8,6,6,6,6,6,4,3,3,3,3,6,3,3,6,8,6,5,9,9,1,3,1,4,6,4,6,6,5,4,6,2,2,5,4,1,5,6,6,4,4,6,4,2,6,6,4,4,4,5,5,5,6,4,2,6,6,1,5,2,6,5,4,6,4,3,5,2,2,4,4,2,2,2,2,4,4,4,4,4,2,2,2,2,1, , , ,1,1,1,1,1,1,1,1,1,1,1,1, ,1,1, ,1, , , ,1,1,1,1,1,1,1, , ,3,6,4,6,6,6,9,5.15384615384615,10,2,2,3,5.1
R_8GnrCL9uSBVz8nr,Default Response Set,Anonymous, , ,74.42.130.76,0,12/13/2013,12/13/2013,1,5001931ce9e59e-730b-4fe1-a57f-39a8fd814e4b,1, ,1,2,43,3,1,9/2013,3,5,7,7,7,6,6,7,7,6,6,6,7,7,7,7,11,11,11,11,1,2,2,10,2,2,10,11,11,10,11,10,11,7,4,11,2,2,10,10,2,10,9,10,3,2,6,9,2,10,10,2,3,4,4,10,9,7,2,11,10,1,7,3,10,4,2,7,2,3,10,2,3,10,8,11,2,10,10,10,2,1,7,6,7,7,7,1,1,7,7,4,1,5,1,4,7,4,7,7,4,6,2,6,7,7,2,3,5,5,5,5,6,4,5,5,1,5,4,2,5,4,6,3,2,6,1,3,4,4,3,3,3,2,4,4,4,4,4,2,2,1,1,1, ,1,1,4,4,3,4,4,4,4,4,4,4,1, , , , , , , , ,1,1,1,3,1,1,1, , ,1,2,3,1,2,11,2,5,3.92307692307692,1,1,1,1,2.3
R_8HpVt9FqcJgaUKh,Default Response Set,Anonymous, , ,184.32.2.121,0,12/16/2013,12/16/2013,1,5001931ff41f20-3823-4b13-845c-37892598fd5d,1, ,1,1,70,3,1,last month,4,1,1,1,1,1,7,7,1,6,2,6,5,5,7,6,11,11,10,10,3,2,2,3,2,2,10,10,3,3,10,10,10,3,2,11,2,6,11,11,2,11,11,4,2,2,2,11,2,11,11,2,2,10,2,6,6,6,3,9,9,3,2,2,9,2,2,9,2,2,10,2,2,10,11,1,2,11,10,1,2,1,2,6,7,7,6,2,1,6,6,1,4,1,1,1,6,2,2,7,2,4,2,7,1,7,6,6,7,2,1,2,1,1,1,1,1,2,2,2,6,6,7,7,4,7,3,3,4,4,3,2,2,2,4,4,4,4,4,2,2,2,2,1, ,1, ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,2,1,4,1,1,1, , ,1,6,6,3,3,9,3,3,3.84615384615385,1,1,2,2,2
R_8HYjwgQmqniecHX,Default Response Set,Anonymous, , ,173.34.240.208,0,12/16/2013,12/16/2013,1,500193db06aca4-c132-457f-98ae-84ee18c351ba, , ,1,2,25,5,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_8ic8bh28MBURyux,Default Response Set,Anonymous, , ,24.0.185.154,0,12/16/2013,12/16/2013,1,50019386bc776f-b769-4b7b-a627-f99dcb1fe8fc,1, ,1,1,59,1,1,10-15-2013,4,2,1,1,1,1,1,7,1,1,2,6,1,1,6,7,9,11,11,10,2,2,2,3,9,2,10,3,2,2,10,11,10,3,3,10,10,10,11,10,2,9,2,10,2,2,11,10,2,10,9,3,9,10,10,11,2,2,2,11,6,2,3,3,6,2,2,2,2,2,10,2,2,10,11,2,2,11,3,2,2,1,5,6,7,7,7,1,1,7,4,7,4,7,1,1,7,1,7,7,2,4,1,7,4,7,7,4,4,4,2,4,4,7,1,1,1,4,2,4,7,5,7,4,1,7,1,3,1,3,1,1,1,1,1,1,1,1,4,1,1,1,1,1, , , ,3,2,3,4,3,3,2,4,2,2,1,1, , , , , , , , ,1,3,3,3,3,3, , ,1,1,10,1,6,10,6,10,4.46153846153846,3,1,1,2,2.7
R_8jDTnTg3jLDVfoh,Default Response Set,Anonymous, , ,98.177.176.203,0,12/16/2013,12/16/2013,1,5001935844dfee-898d-4891-a8f9-b4e7504321b8, , ,1,2,47,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_8jjtVDBxTuMfzzn,Default Response Set,Anonymous, , ,74.71.185.200,0,12/16/2013,12/16/2013,1,50019362d4b075-4081-4abd-a038-73b85798106d,1, ,1,2,70,3,1,two months ago,4,2,7,3,3,2,7,7,7,7,7,7,6,6,7,6,8,10,11,9,3,8,2,8,9,6,5,7,9,6,5,6,6,5,5,6,9,5,5,6,6,7,4,7,3,9,9,3,7,5,6,9,9,6,8,9,9,8,4,8,7,6,6,5,6,4,3,6,5,9,4,9,9,4,10,2,4,10,7,5,3,1,5,5,6,6,6,5,3,4,6,2,5,4,1,4,3,5,3,5,4,5,5,5,4,6,5,3,5,4,5,4,3,3,5,5,1,3,3,5,4,3,5,4,3,6,3,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,1, , , ,4,3,4,4,3,3,4,4,3,2,1, , , , , , , , ,1,3,3,3,3,3,3, , ,1,3,3,4,5,6,6,6,4.84615384615385,4,2,1,3,4.6
R_8k3KPXzzC4sGAYt,Default Response Set,Anonymous, , ,68.32.105.186,0,12/16/2013,12/16/2013,1,50019337b6118a-06b9-4c4d-a92b-82b13779b1dd,1, ,1,1,26,3,1,two weeks ago,2,5,5,3,6,5,6,7,7,4,4,4,6,4,4,4,8,6,8,8,9,9,11,10,11,1,3,6,10,3,7,7,10,8,10,9,10,4,9,7,10,10,5,10,10,7,9,10,9,10,6,8,5,9,7,11,11,11,10,10,9,10,10,7,8,9,9,8,7,10,7,8,10,9,8,10,7,5,9,7,9,1,6,7,5,7,3,5,6,4,4,5,5,6,1,6,6,7,7,7,5,5,5,6,7,6,5,3,4,1,4,2,2,1,2,2,1,5,6,6,5,6,7,7,6,6,4,4,5,5,3,3,4,4,2,2,3,3,3,2,2,3,3, , , ,1,4,4,3,3,4,4,3,3,4,4,1,1, ,1,1,1, ,1, , ,2,2,3,3,2,2,1, , ,1,1,2,3,2,4,4,5.61538461538461,4,6,4,4,6.9
R_8kMj5VrXc7KqOnr,Default Response Set,Anonymous, , ,50.37.123.132,0,12/17/2013,12/17/2013,1,5001930fc34e29-d013-4cb8-8eeb-2449002ebc84, , ,1,2,42,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_8nUsd4KSJIXfvMh,Default Response Set,Anonymous, , ,66.75.106.253,0,12/13/2013,12/13/2013,1,500193db9f0c7d-0d6c-481c-86a0-8fa5ff152e1b,1, ,1,2,60,5,1,october 2013,1,2,1,1,1,1,5,7,7,7,1,2,7,5,5,3,9,2,9,5,4,3,3,6,3,2,8,7,9,2,6,10,9,7,7,8,6,6,8,7,4,7,6,8,5,4,8,6,7,7,8,7,4,4,8,10,7,9,2,7,5,8,6,5,6,6,2,5,4,5,6,5,4,7,10,2,5,9,8,1,2,1,4,5,5,7,7,2,3,6,6,2,1,2,1,3,6,2,6,6,3,5,5,6,5,7,6,5,5,3,5,3,3,5,3,5,1,4,3,5,6,4,7,5,4,6,1,2,4,4,2,1,1,2,4,4,3,4,4,2,1,1,1,1, , , ,2,1,3,2,2,2,3,2,2,2,1, , ,1, , , , , , ,2,2,3,2,1,2, , ,1,2,5,5,7,4,6,7,5.07692307692308,3,10,3,7,4.4
R_8oI8san8MxqUa57,Default Response Set,Anonymous, , ,69.205.221.9,0,12/16/2013,12/16/2013,1,500193ef9e7170-1ab7-49e5-8842-cca26918effa,1, ,1,2,57,3,1,october 2013,1.5,3,7,7,4,1,7,7,6,7,1,3,7,3,2,1,11,11,11,11,9,3,2,8,4,2,7,6,8,4,8,8,7,7,8,8,6,3,4,7,4,7,7,7,7,6,8,6,8,6,8,7,9,4,4,8,6,8,3,9,5,7,6,7,6,7,2,5,7,6,5,6,7,4,8,8,5,8,7,11,11,1,2,3,5,5,6,2,2,4,6,1,1,2,1,2,4,4,7,6,2,3,2,5,2,6,4,4,4,1,5,4,4,5,2,4,1,2,1,4,5,2,5,2,1,7,3,3,4,4,3,3,3,2,4,4,4,4,4,2,2,2,2, , ,1, ,3,3,4,3,3,3,4,4,4,4,1, , , ,1, , , , , ,3,1,5,2,1,1, , ,1,4,6,3,7,5,6,7,5.46153846153846,1,1,1,1,3.2
R_8phSAeccBKiEfLD,Default Response Set,Anonymous, , ,71.68.29.165,0,12/16/2013,12/16/2013,1,500193ac95f21c-dae7-494c-b7ca-ed9d3ea3469c, , ,1,2,53,1,1,March 2013,2,4,7,6,1,1,7,7,6,6,7,7,6,6,7,7,9,11,11,11,2,9,2,2,2,11,10,10,10,2,11,11,10,3,2,11,10,10,11,11,2,11,10,10,2,10,10,5,6,11,11,2,2,6,6,11,11,2,2,11,11,11,2,2,11,2,2,11,2,2,10,2,7,10,11,2,2,11,5,11,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,7,4,3,6,4,6,6,4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1.46153846153846,3,1,1,1,3.4
R_8qA2AAYKRXsfiYJ,Default Response Set,Anonymous, , ,74.233.131.180,0,12/16/2013,12/16/2013,1,500193910fecfb-161c-40b5-933c-138ab21e566f,1, ,1,1,65,3,1,1 month,2,2,4,1,2,1,2,7,2,7,5,1,7,6,6,5,11,11,11,11,2,2,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,2,2,11,11,2,2,11,2,11,11,2,2,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,2,2,11,2,2,11,11,2,2,11,2,1,2,1,6,6,7,6,6,1,7,6,6,7,7,6,1,7,7,7,7,7,7,7,7,7,6,6,6,1,7,1,1,1,1,1,7,1,1,7,7,2,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,2,2, , , ,1,3,2,3,2,1,4,4,4,4,4,1,1, , ,1, , ,1, , ,1,1,4,1,1,1, , ,1,1,1,1,1,1,1,1,1.46153846153846,1,1,1,1,1.6
R_8r0cKdKDFUdWxEN,Default Response Set,Anonymous, , ,108.228.158.70,0,12/16/2013,12/16/2013,1,50019398cf113a-263f-4c50-a049-c87fbe42f5c4,1, ,1,2,43,1,1,1 week ago,1,2,7,1,6,1,1,1,1,1,1,2,6,1,1,1,9,11,6,6,6,10,2,8,2,11,11,11,2,2,11,11,11,2,2,11,8,6,8,9,2,11,5,4,4,8,2,5,2,9,11,8,2,4,11,2,2,11,2,4,2,2,11,11,2,11,4,2,11,5,7,8,8,4,11,2,2,11,7,11,2,1,1,4,7,7,7,1,1,5,6,3,3,3,1,7,7,7,7,7,1,3,5,7,7,7,5,1,4,1,7,5,1,1,7,1,1,5,1,7,5,2,4,4,4,6,1,4,3,3,5,1,1,1,4,4,1,4,1,1,1,1,1,1, , , ,1,1,5,1,1,1,3,4,1,1,1, , , , , , , , ,1,1,4,1,1,1,1, , ,1,10,10,8,10,10,10,10,9.07692307692308,3,1,6,6,5.5
R_8tVLJD0qAMYFLsF,Default Response Set,Anonymous, , ,24.189.233.129,0,12/16/2013,12/16/2013,1,500193e794ac6f-e41a-40d7-82d8-c4919391257b, , ,1,2,65,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_8wXkZNCFz2ROLjf,Default Response Set,Anonymous, , ,174.109.2.200,0,12/16/2013,12/16/2013,1,500193961dd4bb-2005-4514-9724-79db97dbf0a5,1, ,1,1,45,3,1,1 week,1/2 hpur,4,7,1,1,1,7,4,6,7,1,2,5,2,2,1,11,11,11,11,2,2,2,2,2,2,10,10,3,2,11,11,10,3,3,11,3,1,8,11,6,10,6,1,2,10,10,4,2,4,11,9,2,1,1,11,11,4,2,11,10,6,2,2,10,2,2,7,2,7,4,7,7,4,11,1,3,11,8,1,2,1,3,4,4,7,7,1,3,5,7,2,1,2,1,1,7,3,7,6,2,2,2,7,2,7,7,4,4,1,4,4,4,4,2,3,1,6,2,2,6,6,4,6,5,6,1,1,5,5,5,1,1,1,4,4,4,2,1,1,1,1,1,1, , , ,3,4,4,4,3,4,4,4,2,2,1, , , , , , , , ,1,1,1,1,1,1,1,1, , ,1,1,1,2,6,2,5,2.46153846153846,1,1,1,1,1.6
R_8x3hcGCQPiS3AZ7,Default Response Set,Anonymous, , ,74.139.7.98,0,12/16/2013,12/16/2013,1,50019302dfe08d-dba2-4d7c-aa2b-fd7623321c8a,1, ,1,2,66,3,1,5 months,2,1,7,1,4,2,2,7,2,5,3,3,7,7,7,2,7,8,9,7,4,2,4,2,3,3,4,8,2,9,3,9,9,3,6,8,3,10,9,3,7,3,3,3,7,2,9,7,8,8,10,9,10,8,9,6,9,3,2,4,5,7,6,6,6,8,2,3,5,4,6,7,6,6,11,9,8,11,9,5,3,1,4,4,7,6,7,3,3,5,4,4,5,6,1,3,4,5,6,7,5,4,3,6,2,2,3,4,5,1,3,2,4,4,4,3,1,6,5,3,6,4,5,4,6,7,1,1,1,1,1,1,1,1,4,2,2,4,4,1,1,1,1,1, , , ,3,4,4,4,3,4,4,4,3,4,1,1, , , , ,1, , , ,2,1,4,2,1,3, , ,1,6,3,8,7,5,6,9,5.46153846153846,5,4,3,5,3.5
R_9BMSCHc078ybG85,Default Response Set,Anonymous, , ,69.176.44.7,0,12/13/2013,12/13/2013,1,50019388e89a27-ff95-49ef-9361-11b67163d2dd,1, ,1,2,43,3,1,2 weeks,30 minutes,4,7,7,7,4,4,7,7,5,6,5,7,7,7,5,5,7,4,3,11,10,5,11,4,4,7,7,10,8,7,6,8,9,8,6,9,10,4,4,10,3,6,5,10,9,9,7,9,5,8,10,8,11,11,8,6,9,9,6,6,4,8,8,6,5,2,3,8,8,4,8,8,4,4,3,8,5,9,6,8,1,4,4,5,6,5,3,1,4,5,1,2,2,1,6,1,7,2,5,4,4,4,4,6,7,7,2,4,3,5,1,1,1,1,1,1,4,3,7,3,4,4,3,2,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4, , ,1, ,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1, , ,1,4,6,6,6,8,6,9,6.61538461538461,7,5,8,9,7.4
R_9BMzluSCehqjQJ7,Default Response Set,Anonymous, , ,74.214.61.20,0,12/16/2013,12/16/2013,1,50019321453581-a3da-4b4b-9513-df7954d545ea,1, ,1,2,38,3,1,2 yrs,0,4,7,1,1,1,1,2,2,2,2,1,2,1,2,1,9,10,10,10,11,3,3,11,8,2,11,11,2,2,11,11,11,2,2,11,10,3,11,11,2,11,3,10,2,9,9,9,2,11,11,10,6,3,11,11,9,10,2,6,4,3,10,9,8,3,2,3,4,2,11,2,2,11,4,2,2,9,4,8,2,1,7,5,7,7,7,1,1,5,3,1,7,3,1,5,7,1,7,7,6,5,4,7,5,2,3,1,7,1,5,7,4,1,7,1,1,7,5,6,6,7,6,6,5,7,1,1,4,4,5,1,1,1,5,5,5,5,5,1,1,1,1,1, , , ,5,4,5,5,5,5,5,5,5,5,1,1, , , , , , , , ,1,1,4,1,1,1, , ,1,1,3,6,8,9,4,9,5.84615384615385,3,2,2,2,4.7
R_9F96hgm2UwCMgoR,Default Response Set,Anonymous, , ,99.149.197.37,0,12/16/2013,12/16/2013,1,50019392349c7a-2b8c-400c-8e4b-605359f349d7, , ,1,2,55,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_9G4m2K2qDau0DSl,Default Response Set,Anonymous, , ,108.195.70.232,0,12/16/2013,12/16/2013,1,5001934394f617-49e5-49ee-9d1f-4ae849cb3e11,1, ,1,1,39,4,1,12,2,4,5,1,1,1,7,7,1,1,6,6,7,4,4,5,6,9,6,6,6,6,6,6,11,2,11,11,2,2,10,11,11,2,2,11,11,2,6,9,4,9,2,11,9,6,8,6,2,6,11,6,6,2,11,9,9,6,2,6,6,6,6,6,6,6,2,6,6,5,6,5,5,6,7,2,6,6,8,1,2,1,5,5,7,6,6,1,1,5,7,1,1,4,1,3,7,1,7,7,1,4,1,7,4,7,7,7,4,4,3,4,3,3,4,4,1,6,1,7,7,4,7,4,1,7,1,5,5,5,5,1,3,3,4,4,4,4,4,2,2,2,2,1, , , ,1,1,5,1,3,3,5,5,3,4,1,1, , , , ,1,1, , ,1,5,1,1,1,1,1, , ,3,3,6,6,6,6,6,4.92307692307692,6,3,6,6,5.8
R_9GmIP9hL2BJ0eEd,Default Response Set,Anonymous, , ,68.109.70.198,0,12/16/2013,12/16/2013,1,500193710c57ea-ca38-4008-9df4-d5df29c5fb86,1, ,1,2,45,3,1,12/2013,1,5,1,1,7,7,7,7,7,7,2,7,6,1,1,1,6,10,10,6,6,11,6,7,6,6,9,9,8,8,9,9,9,6,3,11,11,6,2,7,9,8,6,1,7,9,11,7,9,8,8,11,9,11,10,10,6,6,2,11,4,6,6,6,2,2,6,8,7,6,6,6,9,6,6,1,6,6,9,9,6,1,5,6,5,7,5,2,5,7,4,2,6,4,1,1,5,4,2,3,3,6,5,7,7,7,7,7,6,1,4,4,3,3,3,3,1,4,5,7,7,5,6,6,6,5,3,5,5,5,5,5,5,1,3,3,4,4,4,4,4,3,4, ,1, ,1,5,3,4,3,3,4,4,4,4,4,1, , , ,1, , , , , ,1,1,3,1,1,1, , ,1,2,6,1,8,6,10,4,5,6,2,2,6,5.8
R_9HPKLzGgRYYFP4F,Default Response Set,Anonymous, , ,100.4.25.173,0,12/16/2013,12/16/2013,1,500193ae5b9f00-f829-4660-8642-8d5c5731650e,1, ,1,2,39,1,1,24,3,1,1,2,2,5,7,7,7,7,6,7,6,7,7,6,7,11,11,7,11,8,2,8,6,3,5,7,11,6,6,8,8,8,11,6,7,5,5,8,7,6,7,9,11,11,11,2,8,5,8,11,8,5,8,9,8,5,2,9,5,7,5,7,7,7,2,7,5,8,5,7,8,4,2,2,5,11,7,9,4,1,4,5,7,7,7,1,7,5,6,4,1,4,1,1,5,4,1,7,2,4,2,7,1,7,3,4,4,1,4,1,4,7,1,1,1,5,6,4,5,6,4,5,5,6,3,3,2,4,4,3,3,4,5,5,4,4,5,1,3,3,1,1, ,1, ,1,1,3,3,3,3,3,3,3,3,1, ,1, , , , , , , ,1,1,1,1,1,1, , ,1,3,4,3,7,5,5,5,4.61538461538461,5,1,1,5,5
R_9HQQpo4nDPC2FX7,Default Response Set,Anonymous, , ,71.175.102.137,0,12/16/2013,12/16/2013,1,50019343cc464b-0256-4201-bd1f-de89f4bba615,1, ,1,1,60,3,1,11/25-2013,1,3,6,4,6,4,6,7,6,6,6,6,6,4,6,4,9,10,10,9,8,3,2,4,3,3,4,5,7,7,8,7,5,7,7,7,3,4,5,7,7,5,8,8,7,4,4,7,3,8,7,4,4,3,4,9,9,3,2,3,8,8,3,3,3,3,2,9,3,5,7,6,5,7,10,9,4,11,3,1,3,1,3,5,6,7,6,2,2,6,5,3,3,2,1,2,5,3,5,6,3,3,3,5,3,5,5,3,5,3,5,3,5,5,2,5,1,6,3,5,5,5,5,5,5,6,2,2,2,4,3,3,2,2,4,4,4,4,4,2,2,2,2,1, , , ,4,4,4,4,4,3,4,4,4,4,1,1,1,1, , ,1, ,1, ,2,4,5,2,4,4,1, , ,3,3,9,4,4,9,3,3.92307692307692,3,2,2,3,3.3
R_9LWIGO1hpmoAxpP,Default Response Set,Anonymous, , ,216.49.48.107,0,12/16/2013,12/16/2013,1,5001931d61ce67-5589-41a0-a9cf-8fdfab74d3c6,1, ,1,2,48,3,1,7 months,1,6,1,1,1,1,7,7,7,6,6,6,6,6,6,6,2,9,6,9,9,9,6,5,4,5,9,9,4,2,9,8,8,2,2,4,4,4,4,7,4,3,3,4,4,2,2,9,5,6,9,6,5,3,3,6,6,4,4,9,6,4,4,4,8,4,3,10,2,3,9,3,9,9,10,1,3,9,6,9,3,1,4,4,5,3,3,4,5,5,5,3,5,3,1,4,2,6,4,4,4,3,4,3,5,4,4,1,2,2,6,1,5,1,6,4,1,4,3,5,3,3,6,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , ,1,1,5,1,1,1,5,3,1,1,1,1, , , , ,1,1,1, ,2,1,4,1,1,1, , ,1,6,6,3,6,8,4,2,4.46153846153846,10,3,6,3,6
